week,country,channel,actual_conversions,target_conversions,conversions_variance,conversions_attainment,actual_spend,target_spend,spend_variance,spend_attainment,actual_profit_per_user,target_profit_per_user,ppu_variance,ppu_attainment
2025-02-17,Germany,Affiliate,13,337,-324,0.03857566765578635,17300.29,20414.88,-3114.59,0.847435302093375,-1193.2530769230771,27.64,-1220.8930769230772,-43.1712401202271
2025-02-17,Germany,Organic,12,375,-363,0.032,17721.34,14024.93,3696.41,1.2635599607270767,-1351.2291666666667,57.02,-1408.2491666666667,-23.697459955571144
2025-02-17,Germany,Paid Search,11,484,-473,0.022727272727272728,19259.61,13388.0,5871.6100000000006,1.4385726023304453,-1536.7327272727273,51.74,-1588.4727272727273,-29.701057736233615
2025-02-17,Germany,Paid Social,15,271,-256,0.055350553505535055,2844.81,23250.38,-20405.57,0.1223554195673361,-102.14533333333333,51.52,-153.66533333333334,-1.982634575569358
2025-02-17,Germany,Partnerships,9,243,-234,0.037037037037037035,6211.34,15729.78,-9518.44,0.39487774145601529,-435.65111111111111,29.05,-464.70111111111112,-14.99659590743928
2025-02-17,Spain,Affiliate,4,246,-242,0.016260162601626018,8664.47,15909.23,-7244.76,0.54461906704472807,-1974.1399999999999,54.25,-2028.3899999999999,-36.38967741935484
2025-02-17,Spain,Organic,16,181,-165,0.088397790055248615,0.0,21192.99,-21192.99,0.0,170.07375,75.15,94.923749999999984,2.2631237524950096
2025-02-17,Spain,Paid Search,9,318,-309,0.028301886792452831,0.0,13847.42,-13847.42,0.0,201.87888888888889,33.89,167.98888888888888,5.9568866594537884
2025-02-17,Spain,Paid Social,11,380,-369,0.028947368421052631,15767.31,5216.75,10550.56,3.0224392581588151,-1289.9809090909091,36.88,-1326.8609090909092,-34.977790376651548
2025-02-17,Spain,Partnerships,3,483,-480,0.0062111801242236021,11897.18,13317.82,-1420.6399999999994,0.89332788699652055,-3875.97,53.28,-3929.25,-72.747184684684683
2025-02-17,UK,Affiliate,12,349,-337,0.034383954154727794,10433.11,1377.04,9056.07,7.5764756288851451,-667.43666666666661,23.12,-690.55666666666662,-28.868367935409456
2025-02-17,UK,Organic,21,472,-451,0.044491525423728813,9143.79,1857.78,7286.0100000000011,4.9218906436714791,-294.212380952381,59.87,-354.082380952381,-4.914187087896793
2025-02-17,UK,Paid Search,15,59,-44,0.25423728813559321,2008.34,3610.66,-1602.32,0.55622517766834867,139.46333333333331,33.23,106.23333333333332,4.1969104223091582
2025-02-17,UK,Paid Social,6,491,-485,0.012219959266802444,19349.96,14100.75,5249.2099999999991,1.3722645958548303,-3059.58,26.24,-3085.8199999999997,-116.59984756097562
2025-02-17,UK,Partnerships,8,117,-109,0.068376068376068383,3455.34,10011.21,-6555.869999999999,0.34514709011198452,-269.41499999999996,31.77,-301.18499999999995,-8.480169971671387
2025-02-24,France,Affiliate,11,344,-333,0.031976744186046513,7251.29,7372.87,-121.57999999999993,0.983509813681782,-457.17272727272723,44.39,-501.56272727272722,-10.299002641872656
2025-02-24,France,Organic,15,283,-268,0.053003533568904596,0.0,23424.96,-23424.96,0.0,193.728,45.45,148.27800000000002,4.2624422442244221
2025-02-24,France,Paid Search,17,280,-263,0.060714285714285714,0.0,3188.75,-3188.75,0.0,230.46235294117645,61.25,169.21235294117645,3.7626506602641054
2025-02-24,France,Paid Social,14,418,-404,0.033492822966507178,3221.51,2616.77,604.74000000000024,1.231101701716238,-29.114285714285707,72.38,-101.4942857142857,-0.40224213476493104
2025-02-24,France,Partnerships,5,284,-279,0.017605633802816902,8003.09,17865.55,-9862.46,0.44796213942475888,-1404.53,76.47,-1481.0,-18.367072054400417
2025-02-24,Germany,Affiliate,4,73,-69,0.0547945205479452,0.0,10111.12,-10111.12,0.0,133.0875,31.22,101.8675,4.2628923766816147
2025-02-24,Germany,Organic,8,264,-256,0.030303030303030304,1867.85,13328.48,-11460.63,0.14013976087295776,44.597500000000025,25.09,19.507500000000025,1.7775009964129145
2025-02-24,Germany,Paid Search,12,493,-481,0.02434077079107505,1062.9,24667.7,-23604.8,0.043088735471892396,79.342499999999987,53.0,26.342499999999987,1.4970283018867923
2025-02-24,Germany,Paid Social,12,317,-305,0.037854889589905363,0.0,21429.96,-21429.96,0.0,273.36333333333334,55.01,218.35333333333335,4.96933890807732
2025-02-24,Germany,Partnerships,6,332,-326,0.018072289156626505,7664.42,7568.43,95.989999999999782,1.0126829474540955,-1173.2266666666667,71.93,-1245.1566666666668,-16.310672412994112
2025-02-24,Spain,Affiliate,6,474,-468,0.012658227848101266,2787.07,2329.98,457.09000000000015,1.1961776495935588,-290.23333333333335,75.1,-365.33333333333337,-3.8646249445184204
2025-02-24,Spain,Organic,12,375,-363,0.032,14796.6,22378.37,-7581.7699999999986,0.66120097218876983,-994.02333333333343,37.22,-1031.2433333333333,-26.70669890739746
2025-02-24,Spain,Paid Search,15,117,-102,0.12820512820512819,1746.02,22081.82,-20335.8,0.079070475169166307,95.68933333333338,27.9,67.789333333333389,3.4297252090800496
2025-02-24,Spain,Paid Social,17,108,-91,0.15740740740740741,13243.73,14909.34,-1665.6100000000006,0.88828412257014722,-563.9111764705882,53.4,-617.31117647058818,-10.560134390834985
2025-02-24,Spain,Partnerships,6,148,-142,0.040540540540540543,0.0,13080.38,-13080.38,0.0,138.87,47.64,91.23,2.9149874055415617
2025-02-24,UK,Affiliate,12,173,-161,0.069364161849710976,0.0,1278.2,-1278.2,0.0,159.56916666666669,46.54,113.0291666666667,3.4286456095115319
2025-02-24,UK,Organic,10,400,-390,0.025,13384.75,4951.77,8432.98,2.7030233633629992,-1159.272,70.36,-1229.6319999999998,-16.47629334849346
2025-02-24,UK,Paid Search,14,267,-253,0.052434456928838954,12261.42,21780.02,-9518.6,0.56296642519152873,-654.13214285714287,58.91,-713.04214285714284,-11.103923660790068
2025-02-24,UK,Paid Social,12,464,-452,0.025862068965517241,2096.57,15810.01,-13713.44,0.13261028930405486,1.6224999999999834,44.3,-42.677500000000016,0.036625282167042514
2025-02-24,UK,Partnerships,4,331,-327,0.012084592145015106,4081.45,13363.71,-9282.2599999999984,0.30541294296269522,-767.595,68.32,-835.915,-11.235289812646371
2025-03-03,France,Affiliate,4,314,-310,0.012738853503184714,0.0,9241.33,-9241.33,0.0,207.14749999999998,40.62,166.52749999999997,5.0996430329886753
